Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Population,AQI value country,AQI category (country)
Italy,Piacenza,72,Moderate,1,Good,60,Moderate,0,Good,72,Moderate,60367477,61.69844358,Moderate
United States of America,Picayune,50,Good,1,Good,36,Good,1,Good,50,Good,332915073,59.61860625,Moderate
Brazil,Picui,24,Good,0,Good,24,Good,0,Good,19,Good,214326223,44.64993726,Good
United States of America,Pinellas Park,85,Moderate,1,Good,85,Moderate,1,Good,14,Good,332915073,59.61860625,Moderate
Brazil,Pinheiro,31,Good,0,Good,18,Good,0,Good,31,Good,214326223,44.64993726,Good
Brazil,Pio Xii,28,Good,0,Good,16,Good,0,Good,28,Good,214326223,44.64993726,Good
Italy,Piossasco,74,Moderate,1,Good,49,Good,0,Good,74,Moderate,60367477,61.69844358,Moderate
Brazil,Piracicaba,72,Moderate,1,Good,29,Good,1,Good,72,Moderate,214326223,44.64993726,Good
Brazil,Piritiba,23,Good,0,Good,20,Good,0,Good,23,Good,214326223,44.64993726,Good
Czechia,Pisek,66,Moderate,1,Good,49,Good,0,Good,66,Moderate,10700000,60.90551181,Moderate
Russian Federation,Pitkyaranta,35,Good,1,Good,35,Good,0,Good,17,Good,145805947,42.49115756,Good
United States of America,Plainfield,52,Moderate,1,Good,40,Good,2,Good,52,Moderate,332915073,59.61860625,Moderate
France,Poitiers,39,Good,1,Good,39,Good,0,Good,28,Good,67842000,53.23133415,Moderate
Ukraine,Poltava,46,Good,1,Good,44,Good,0,Good,46,Good,43000000,51.03181818,Moderate
Thailand,Pong,56,Moderate,1,Good,14,Good,2,Good,56,Moderate,70927000,53.56972112,Moderate
India,Ponneri,145,Unhealthy for Sensitive Groups,4,Good,37,Good,7,Good,145,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Italy,Pontassieve,65,Moderate,1,Good,65,Moderate,0,Good,48,Good,60367477,61.69844358,Moderate
United States of America,Port Hueneme,51,Moderate,1,Good,38,Good,3,Good,51,Moderate,332915073,59.61860625,Moderate
France,Port De Bouc,48,Good,1,Good,48,Good,2,Good,40,Good,67842000,53.23133415,Moderate
Italy,Potenza,51,Moderate,1,Good,51,Moderate,0,Good,36,Good,60367477,61.69844358,Moderate
Mexico,Progreso Industrial,181,Unhealthy,4,Good,24,Good,9,Good,181,Unhealthy,126190788,89.11260504,Moderate
Russian Federation,Psebay,41,Good,1,Good,41,Good,0,Good,26,Good,145805947,42.49115756,Good
Philippines,Pulupandan,65,Moderate,1,Good,33,Good,2,Good,65,Moderate,114337000,60.52974504,Moderate
India,Pundri,162,Unhealthy,4,Good,45,Good,9,Good,162,Unhealthy,1417173173,152.5597283,Unhealthy
Chile,Purranque,22,Good,1,Good,22,Good,1,Good,18,Good,19000000,86.44578313,Moderate
Syrian Arab Republic,Qatana,72,Moderate,1,Good,72,Moderate,1,Good,59,Moderate,21563800,85,Moderate
Colombia,Quibdo,17,Good,1,Good,17,Good,0,Good,11,Good,52015000,65.90079365,Moderate
Poland,Radlin,68,Moderate,1,Good,45,Good,0,Good,68,Moderate,38268000,52.46015424,Moderate
India,Rahuri,153,Unhealthy,1,Good,35,Good,2,Good,153,Unhealthy,1417173173,152.5597283,Unhealthy
India,Raikot,165,Unhealthy,5,Good,41,Good,12,Good,165,Unhealthy,1417173173,152.5597283,Unhealthy
India,Rajsamand,151,Unhealthy,1,Good,29,Good,3,Good,151,Unhealthy,1417173173,152.5597283,Unhealthy
United States of America,Ramsey,51,Moderate,1,Good,32,Good,1,Good,51,Moderate,332915073,59.61860625,Moderate
India,Ramtek,172,Unhealthy,3,Good,34,Good,11,Good,172,Unhealthy,1417173173,152.5597283,Unhealthy
Germany,Raubling,65,Moderate,1,Good,61,Moderate,0,Good,65,Moderate,83237000,48.24684015,Good
United Kingdom of Great Britain and Northern Ireland,Redcar,46,Good,1,Good,38,Good,0,Good,46,Good,67532000,39.5971897,Good
United States of America,Rehoboth,50,Good,1,Good,44,Good,2,Good,50,Good,332915073,59.61860625,Moderate
United Kingdom of Great Britain and Northern Ireland,Reigate,33,Good,1,Good,33,Good,1,Good,30,Good,67532000,39.5971897,Good
Germany,Reinbek,43,Good,1,Good,43,Good,0,Good,22,Good,83237000,48.24684015,Good
Finland,Riihimaki,36,Good,1,Good,36,Good,1,Good,6,Good,5548000,38.08235294,Good
Mexico,Rincon De Romos,40,Good,1,Good,29,Good,0,Good,40,Good,126190788,89.11260504,Moderate
Uruguay,Rio Branco,18,Good,0,Good,18,Good,0,Good,8,Good,3500000,26.65384615,Good
Brazil,Rio Das Pedras,74,Moderate,1,Good,30,Good,1,Good,74,Moderate,214326223,44.64993726,Good
United States of America,Rio Grande City,38,Good,0,Good,23,Good,0,Good,38,Good,332915073,59.61860625,Moderate
Spain,Ripoll,41,Good,1,Good,41,Good,0,Good,32,Good,47300000,38.67356322,Good
India,Risod,154,Unhealthy,2,Good,23,Good,4,Good,154,Unhealthy,1417173173,152.5597283,Unhealthy
United States of America,Riverside,95,Moderate,3,Good,23,Good,17,Good,95,Moderate,332915073,59.61860625,Moderate
Ecuador,Rocafuerte,50,Good,1,Good,23,Good,0,Good,50,Good,18000000,45.04477612,Good
France,Roche La Moliere,60,Moderate,1,Good,47,Good,0,Good,60,Moderate,67842000,53.23133415,Moderate
Sierra Leone,Rokupr,21,Good,1,Good,20,Good,0,Good,21,Good,8000000,43,Good
Kenya,Rongai,85,Moderate,2,Good,12,Good,1,Good,85,Moderate,55000000,73.29508197,Moderate
Poland,Olsztyn,39,Good,1,Good,39,Good,0,Good,20,Good,38268000,52.46015424,Moderate
Japan,Onomichi,51,Moderate,1,Good,46,Good,3,Good,51,Moderate,123294513,51.57201646,Moderate
United States of America,Opportunity,43,Good,1,Good,23,Good,2,Good,43,Good,332915073,59.61860625,Moderate
Namibia,Oshakati,43,Good,0,Good,32,Good,0,Good,43,Good,2500000,76.88235294,Moderate
United States of America,Ossining,51,Moderate,1,Good,45,Good,1,Good,51,Moderate,332915073,59.61860625,Moderate
Mexico,Ozumba,161,Unhealthy,1,Good,38,Good,3,Good,161,Unhealthy,126190788,89.11260504,Moderate
South Africa,Paarl,171,Unhealthy,6,Good,15,Good,9,Good,171,Unhealthy,60041000,112.9085714,Unhealthy for Sensitive Groups
Russian Federation,Pallasovka,50,Good,1,Good,50,Good,0,Good,11,Good,145805947,42.49115756,Good
United States of America,Palm Desert,49,Good,1,Good,30,Good,3,Good,49,Good,332915073,59.61860625,Moderate
Spain,Palma,42,Good,1,Good,42,Good,0,Good,31,Good,47300000,38.67356322,Good
Cuba,Palmira,43,Good,1,Good,34,Good,0,Good,43,Good,11000000,63.31,Moderate
United States of America,Palos Heights,58,Moderate,1,Good,36,Good,4,Good,58,Moderate,332915073,59.61860625,Moderate
Indonesia,Pamanukan,156,Unhealthy,3,Good,22,Good,9,Good,156,Unhealthy,276361783,91.54822335,Moderate
Philippines,Pambujan,26,Good,0,Good,26,Good,0,Good,20,Good,114337000,60.52974504,Moderate
Brazil,Panelas,23,Good,0,Good,23,Good,0,Good,17,Good,214326223,44.64993726,Good
French Polynesia,Papara,27,Good,0,Good,27,Good,0,Good,17,Good,280378,27,Good
India,Parola,153,Unhealthy,1,Good,34,Good,2,Good,153,Unhealthy,1417173173,152.5597283,Unhealthy
Italy,Partinico,59,Moderate,1,Good,55,Moderate,0,Good,59,Moderate,60367477,61.69844358,Moderate
United States of America,Pasco,37,Good,1,Good,28,Good,2,Good,37,Good,332915073,59.61860625,Moderate
India,Pasighat,59,Moderate,2,Good,9,Good,3,Good,59,Moderate,1417173173,152.5597283,Unhealthy
Brazil,Passira,23,Good,0,Good,23,Good,0,Good,19,Good,214326223,44.64993726,Good
United States of America,Pearl City,35,Good,0,Good,35,Good,0,Good,34,Good,332915073,59.61860625,Moderate
Brazil,Coelho Neto,34,Good,0,Good,18,Good,0,Good,34,Good,214326223,44.64993726,Good
Guatemala,Comalapa,65,Moderate,2,Good,18,Good,3,Good,65,Moderate,20318000,80.95041322,Moderate
Dominican Republic,Constanza,102,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,102,Unhealthy for Sensitive Groups,11000000,108.5365854,Unhealthy for Sensitive Groups
Mexico,Contla,190,Unhealthy,1,Good,35,Good,3,Good,190,Unhealthy,126190788,89.11260504,Moderate
Italy,Corato,60,Moderate,1,Good,60,Moderate,0,Good,41,Good,60367477,61.69844358,Moderate
United States of America,Crystal Lake,52,Moderate,1,Good,32,Good,3,Good,52,Moderate,332915073,59.61860625,Moderate
India,Dahanu,76,Moderate,1,Good,19,Good,1,Good,76,Moderate,1417173173,152.5597283,Unhealthy
Serbia,Pec,95,Moderate,1,Good,39,Good,0,Good,95,Moderate,7000000,67.98876404,Moderate
Romania,Pechea,50,Good,1,Good,49,Good,0,Good,50,Good,19053000,53.85849057,Moderate
United Kingdom of Great Britain and Northern Ireland,Penicuik,39,Good,1,Good,39,Good,0,Good,32,Good,67532000,39.5971897,Good
United States of America,Pennsville,49,Good,1,Good,49,Good,1,Good,38,Good,332915073,59.61860625,Moderate
United States of America,Pensacola,82,Moderate,2,Good,82,Moderate,1,Good,35,Good,332915073,59.61860625,Moderate
India,Perambalur,107,Unhealthy for Sensitive Groups,2,Good,25,Good,6,Good,107,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Cuba,Perico,30,Good,1,Good,30,Good,0,Good,24,Good,11000000,63.31,Moderate
United States of America,Perry Hall,46,Good,1,Good,44,Good,2,Good,46,Good,332915073,59.61860625,Moderate
Haiti,Petit Goave,103,Unhealthy for Sensitive Groups,1,Good,36,Good,0,Good,103,Unhealthy for Sensitive Groups,11537000,101.7222222,Unhealthy for Sensitive Groups
Thailand,Phayuha Khiri,57,Moderate,1,Good,17,Good,2,Good,57,Moderate,70927000,53.56972112,Moderate
France,Marignane,47,Good,1,Good,47,Good,3,Good,42,Good,67842000,53.23133415,Moderate
France,Marly,54,Moderate,1,Good,42,Good,1,Good,54,Moderate,67842000,53.23133415,Moderate
Madagascar,Marovoay,47,Good,1,Good,21,Good,0,Good,47,Good,29000000,30.93939394,Good
Switzerland,Martigny,64,Moderate,1,Good,38,Good,0,Good,64,Moderate,8799000,55.21551724,Moderate
Japan,Marugame,55,Moderate,1,Good,32,Good,5,Good,55,Moderate,123294513,51.57201646,Moderate
Brazil,Maues,27,Good,1,Good,5,Good,0,Good,27,Good,214326223,44.64993726,Good
India,Mayang Imphal,90,Moderate,3,Good,2,Good,6,Good,90,Moderate,1417173173,152.5597283,Unhealthy
United States of America,Mayfield Heights,56,Moderate,1,Good,37,Good,2,Good,56,Moderate,332915073,59.61860625,Moderate
Myanmar,Maymyo,69,Moderate,2,Good,4,Good,2,Good,69,Moderate,54000000,40.95238095,Good
Bangladesh,Mehendiganj,80,Moderate,2,Good,21,Good,5,Good,80,Moderate,171860000,113.3292683,Unhealthy for Sensitive Groups
Russian Federation,Melenki,35,Good,1,Good,35,Good,0,Good,26,Good,145805947,42.49115756,Good
Argentina,Mendoza,45,Good,1,Good,16,Good,4,Good,45,Good,46000000,28.23529412,Good
China,Mengyin,164,Unhealthy,6,Good,54,Moderate,18,Good,164,Unhealthy,1412600000,127.1339174,Unhealthy for Sensitive Groups
Indonesia,Merauke,34,Good,0,Good,21,Good,0,Good,34,Good,276361783,91.54822335,Moderate
Italy,Mercato San Severino,69,Moderate,1,Good,69,Moderate,0,Good,54,Moderate,60367477,61.69844358,Moderate
Germany,Merchweiler,63,Moderate,1,Good,55,Moderate,0,Good,63,Moderate,83237000,48.24684015,Good
United States of America,Midvale,47,Good,1,Good,40,Good,3,Good,47,Good,332915073,59.61860625,Moderate
United States of America,Milpitas,50,Good,1,Good,31,Good,4,Good,50,Good,332915073,59.61860625,Moderate
United States of America,Minneapolis,52,Moderate,1,Good,30,Good,2,Good,52,Moderate,332915073,59.61860625,Moderate
Russian Federation,Minyar,40,Good,1,Good,40,Good,0,Good,9,Good,145805947,42.49115756,Good
Brazil,Miracema Do Tocantins,26,Good,0,Good,19,Good,0,Good,26,Good,214326223,44.64993726,Good
Brazil,Miracema,30,Good,0,Good,24,Good,0,Good,30,Good,214326223,44.64993726,Good
Japan,Misawa,91,Moderate,3,Good,36,Good,8,Good,91,Moderate,123294513,51.57201646,Moderate
Japan,Mitsuke,116,Unhealthy for Sensitive Groups,3,Good,20,Good,14,Good,116,Unhealthy for Sensitive Groups,123294513,51.57201646,Moderate
Botswana,Mochudi,39,Good,1,Good,31,Good,0,Good,39,Good,2000000,43.57894737,Good
Chile,Molina,97,Moderate,4,Good,2,Good,5,Good,97,Moderate,19000000,86.44578313,Moderate
Brazil,Moncao,30,Good,0,Good,17,Good,0,Good,30,Good,214326223,44.64993726,Good
India,Monoharpur,151,Unhealthy,3,Good,19,Good,9,Good,151,Unhealthy,1417173173,152.5597283,Unhealthy
Italy,Monselice,87,Moderate,1,Good,63,Moderate,0,Good,87,Moderate,60367477,61.69844358,Moderate
Italy,Montemurlo,67,Moderate,1,Good,67,Moderate,0,Good,43,Good,60367477,61.69844358,Moderate
India,Moram,160,Unhealthy,2,Good,33,Good,3,Good,160,Unhealthy,1417173173,152.5597283,Unhealthy
Sri Lanka,Moratuwa,89,Moderate,1,Good,20,Good,3,Good,89,Moderate,23000000,63.14583333,Moderate
Malta,Mosta,70,Moderate,1,Good,70,Moderate,0,Good,42,Good,500000,51.36363636,Moderate
Peru,Motupe,38,Good,1,Good,18,Good,0,Good,38,Good,34295000,36.3875969,Good
Kenya,Moyale,30,Good,0,Good,15,Good,0,Good,30,Good,55000000,73.29508197,Moderate
Mexico,Moyotzingo,332,Hazardous,3,Good,26,Good,8,Good,332,Hazardous,126190788,89.11260504,Moderate
Turkey,Mut,46,Good,1,Good,46,Good,0,Good,34,Good,87849000,51.59109312,Moderate
Cameroon,Muyuka,55,Moderate,1,Good,22,Good,0,Good,55,Moderate,28524000,69.015625,Moderate
Czechia,Nachod,58,Moderate,1,Good,41,Good,0,Good,58,Moderate,10700000,60.90551181,Moderate
Iran (Islamic Republic of),Nahavand,116,Unhealthy for Sensitive Groups,1,Good,28,Good,1,Good,116,Unhealthy for Sensitive Groups,88550000,108.2960894,Unhealthy for Sensitive Groups
Canada,Nanticoke,31,Good,1,Good,31,Good,0,Good,31,Good,38067000,42.90344828,Good
India,Kanchrapara,172,Unhealthy,5,Good,126,Unhealthy for Sensitive Groups,5,Good,172,Unhealthy,1417173173,152.5597283,Unhealthy
Togo,Kande,59,Moderate,1,Good,15,Good,0,Good,59,Moderate,8492333,65.15789474,Moderate
India,Kanth,175,Unhealthy,4,Good,175,Unhealthy,1,Good,157,Unhealthy,1417173173,152.5597283,Unhealthy
China,Kaohsiung,97,Moderate,2,Good,97,Moderate,2,Good,77,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
Indonesia,Karanganom,57,Moderate,1,Good,32,Good,0,Good,57,Moderate,276361783,91.54822335,Moderate
Russian Federation,Kasimov,34,Good,1,Good,34,Good,0,Good,32,Good,145805947,42.49115756,Good
Georgia,Kaspi,33,Good,1,Good,33,Good,0,Good,31,Good,4935518,40.6,Good
India,Kayattar,55,Moderate,0,Good,25,Good,0,Good,55,Moderate,1417173173,152.5597283,Unhealthy
India,Kesinga,113,Unhealthy for Sensitive Groups,1,Good,39,Good,0,Good,113,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
India,Khanapur,63,Moderate,0,Good,22,Good,0,Good,63,Moderate,1417173173,152.5597283,Unhealthy
Nepal,Khandbari,34,Good,1,Good,32,Good,0,Good,34,Good,30666598,116.3636364,Unhealthy for Sensitive Groups
Tunisia,Duz,124,Unhealthy for Sensitive Groups,1,Good,44,Good,0,Good,124,Unhealthy for Sensitive Groups,12356000,70.90909091,Moderate
United States of America,East Brunswick,55,Moderate,2,Good,28,Good,11,Good,55,Moderate,332915073,59.61860625,Moderate
United States of America,East Hemet,55,Moderate,1,Good,15,Good,10,Good,55,Moderate,332915073,59.61860625,Moderate
United States of America,East Lake,52,Moderate,1,Good,20,Good,10,Good,52,Moderate,332915073,59.61860625,Moderate
Belgium,Edegem,63,Moderate,1,Good,27,Good,8,Good,63,Moderate,11736000,44.58098592,Good
Spain,Eibar,62,Moderate,1,Good,17,Good,3,Good,62,Moderate,47300000,38.67356322,Good
Nigeria,Ekpoma,58,Moderate,2,Good,18,Good,1,Good,58,Moderate,223804632,100.1103448,Unhealthy for Sensitive Groups
Guatemala,El Estor,38,Good,1,Good,13,Good,1,Good,38,Good,20318000,80.95041322,Moderate
Spain,El Puerto De Santa Maria,28,Good,0,Good,28,Good,2,Good,12,Good,47300000,38.67356322,Good
Colombia,El Zulia,62,Moderate,1,Good,8,Good,3,Good,62,Moderate,52015000,65.90079365,Moderate
United States of America,Elk Grove Village,65,Moderate,2,Good,14,Good,19,Good,65,Moderate,332915073,59.61860625,Moderate
United States of America,Ellensburg,58,Moderate,1,Good,40,Good,1,Good,58,Moderate,332915073,59.61860625,Moderate
United States of America,Dothan,58,Moderate,2,Good,26,Good,8,Good,58,Moderate,332915073,59.61860625,Moderate
Germany,Drochtersen,57,Moderate,1,Good,29,Good,6,Good,57,Moderate,83237000,48.24684015,Good
Ukraine,Dunayivtsi,56,Moderate,1,Good,31,Good,1,Good,56,Moderate,43000000,51.03181818,Moderate
Brazil,Marilia,22,Good,1,Good,7,Good,1,Good,22,Good,214326223,44.64993726,Good
Colombia,Mariquita,61,Moderate,2,Good,5,Good,4,Good,61,Moderate,52015000,65.90079365,Moderate
United States of America,Marshfield,42,Good,1,Good,26,Good,3,Good,42,Good,332915073,59.61860625,Moderate
Italy,Martina Franca,47,Good,1,Good,47,Good,1,Good,27,Good,60367477,61.69844358,Moderate
India,Mawana,157,Unhealthy,3,Good,119,Unhealthy for Sensitive Groups,1,Good,157,Unhealthy,1417173173,152.5597283,Unhealthy
Mozambique,Maxixe,38,Good,1,Good,24,Good,0,Good,38,Good,30000000,36.875,Good
Mexico,Mazatlan,27,Good,1,Good,23,Good,0,Good,27,Good,126190788,89.11260504,Moderate
Kingdom of Eswatini,Mbabane,114,Unhealthy for Sensitive Groups,2,Good,21,Good,3,Good,114,Unhealthy for Sensitive Groups,1000000,119.3333333,Unhealthy for Sensitive Groups
Central African Republic,Mbaiki,86,Moderate,2,Good,15,Good,0,Good,86,Moderate,5000000,64.16666667,Moderate
Switzerland,Meilen,53,Moderate,1,Good,31,Good,2,Good,53,Moderate,8799000,55.21551724,Moderate
Germany,Meitingen,65,Moderate,1,Good,34,Good,3,Good,65,Moderate,83237000,48.24684015,Good
Poland,Miechow,65,Moderate,1,Good,34,Good,1,Good,65,Moderate,38268000,52.46015424,Moderate
Cameroon,Mindif,74,Moderate,2,Good,23,Good,0,Good,74,Moderate,28524000,69.015625,Moderate
Japan,Mizusawa,49,Good,1,Good,46,Good,2,Good,49,Good,123294513,51.57201646,Moderate
Gabon,Moanda,78,Moderate,3,Good,15,Good,0,Good,78,Moderate,2340613,78.1,Moderate
United States of America,Modesto,53,Moderate,1,Good,26,Good,9,Good,53,Moderate,332915073,59.61860625,Moderate
Italy,Mola Di Bari,45,Good,1,Good,45,Good,1,Good,21,Good,60367477,61.69844358,Moderate
Kenya,Mombasa,51,Moderate,1,Good,24,Good,0,Good,51,Moderate,55000000,73.29508197,Moderate
Cameroon,Monatele,42,Good,1,Good,17,Good,0,Good,42,Good,28524000,69.015625,Moderate
Italy,Mondolfo,56,Moderate,1,Good,46,Good,2,Good,56,Moderate,60367477,61.69844358,Moderate
Netherlands,Monster,55,Moderate,1,Good,37,Good,4,Good,55,Moderate,17442000,38.15282392,Good
Dominican Republic,Monte Plata,159,Unhealthy,5,Good,5,Good,12,Good,159,Unhealthy,11000000,108.5365854,Unhealthy for Sensitive Groups
Italy,Montecorvino Rovella,47,Good,1,Good,47,Good,2,Good,45,Good,60367477,61.69844358,Moderate
Jamaica,Montego Bay,106,Unhealthy for Sensitive Groups,1,Good,19,Good,3,Good,106,Unhealthy for Sensitive Groups,3000000,90.66666667,Moderate
Netherlands,Montfoort,34,Good,1,Good,29,Good,5,Good,34,Good,17442000,38.15282392,Good
France,Montigny En Gohelle,51,Moderate,1,Good,32,Good,3,Good,51,Moderate,67842000,53.23133415,Moderate
Portugal,Montijo,31,Good,1,Good,31,Good,4,Good,28,Good,10196000,34.56707317,Good
Honduras,Morazan,74,Moderate,2,Good,3,Good,3,Good,74,Moderate,9000000,63.24137931,Moderate
Japan,Menuma,87,Moderate,1,Good,87,Moderate,1,Good,66,Moderate,123294513,51.57201646,Moderate
Myanmar,Mergui,51,Moderate,0,Good,19,Good,0,Good,51,Moderate,54000000,40.95238095,Good
United States of America,Metairie,48,Good,2,Good,37,Good,9,Good,48,Good,332915073,59.61860625,Moderate
United Republic of Tanzania,Mgandu,18,Good,0,Good,18,Good,0,Good,17,Good,67738000,31.65367965,Good
Peru,Abancay,24,Good,1,Good,0,Good,2,Good,24,Good,34295000,36.3875969,Good
Brazil,Agrestina,22,Good,0,Good,17,Good,1,Good,22,Good,214326223,44.64993726,Good
Brazil,Aguas Belas,21,Good,0,Good,12,Good,1,Good,21,Good,214326223,44.64993726,Good
Côte d'Ivoire,Akoupe,61,Moderate,1,Good,19,Good,0,Good,61,Moderate,27745000,53.28358209,Moderate
India,Alangulam,57,Moderate,0,Good,24,Good,0,Good,57,Moderate,1417173173,152.5597283,Unhealthy
India,Alappuzha,76,Moderate,1,Good,24,Good,0,Good,76,Moderate,1417173173,152.5597283,Unhealthy
United States of America,Albert Lea,42,Good,1,Good,42,Good,1,Good,42,Good,332915073,59.61860625,Moderate
Spain,Alcala De Henares,27,Good,1,Good,27,Good,3,Good,18,Good,47300000,38.67356322,Good
Spain,Alcaniz,31,Good,1,Good,31,Good,1,Good,20,Good,47300000,38.67356322,Good
Spain,Alcantarilla,31,Good,1,Good,31,Good,1,Good,26,Good,47300000,38.67356322,Good
Spain,Alcorcon,26,Good,1,Good,20,Good,4,Good,26,Good,47300000,38.67356322,Good
Netherlands,Almere,31,Good,0,Good,31,Good,2,Good,15,Good,17442000,38.15282392,Good
China,Dali,25,Good,1,Good,17,Good,1,Good,25,Good,1412600000,127.1339174,Unhealthy for Sensitive Groups
Germany,Delbruck,39,Good,1,Good,34,Good,2,Good,39,Good,83237000,48.24684015,Good
Egypt,Deshna,158,Unhealthy,2,Good,49,Good,6,Good,158,Unhealthy,106156000,101.65,Unhealthy for Sensitive Groups
India,Dhampur,168,Unhealthy,3,Good,168,Unhealthy,1,Good,152,Unhealthy,1417173173,152.5597283,Unhealthy
India,Dharapuram,51,Moderate,0,Good,24,Good,0,Good,51,Moderate,1417173173,152.5597283,Unhealthy
India,Digboi,25,Good,1,Good,25,Good,0,Good,16,Good,1417173173,152.5597283,Unhealthy
United States of America,Dobbs Ferry,110,Unhealthy for Sensitive Groups,4,Good,4,Good,35,Good,110,Unhealthy for Sensitive Groups,332915073,59.61860625,Moderate
